channel_id,channel_path,ports,points,f_min_hz,f_max_hz,high_fmax_hz,sampled_max_sv,sampled_max_sv_freq_hz,sampled_is_passive,candidate,return_code,raw,log,stop_ns,v(p1)_min_v,v(p1)_max_v,v(p1)_finite,v(p2)_min_v,v(p2)_max_v,v(p2)_finite,tx_rise50_ns,rx_rise50_ns,tx_fall50_ns,rx_fall50_ns,rx_minus_tx_rise50_ps,rx_minus_tx_fall50_ps,finite_reasonable,last_trouble,case,rsrc_ohm,edge_ps,amplitude_v
Clarity_example_acf20e4a,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Clarity_example.S2P,2,1254,50000000.0,2000000000.0,400000000000.0,0.9981438316324364,50000000.0,True,vector_3r3c,0,results/sparam_conversion_quality_2026-06-08/channels/Clarity_example_acf20e4a/ngspice_smoke/vector_3r3c/amp1p5_edge5_ideal.raw,results/sparam_conversion_quality_2026-06-08/channels/Clarity_example_acf20e4a/ngspice_smoke/vector_3r3c/amp1p5_edge5_ideal.log,12.0,-5.551115123125783e-17,1.5,True,-0.2826222092777254,1.784307010048071,True,1.0024999999999997,1.3606514569319594,9.002500000000001,9.360021444972592,358.15145693195956,357.5214449725909,True,,amp1p5_edge5_ideal,ideal,5.0,1.5
Clarity_example_acf20e4a,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Clarity_example.S2P,2,1252,50000000.0,2000000000.0,400000000000.0,0.9981438316324364,50000000.0,True,vector_3r3c,0,results/sparam_conversion_quality_2026-06-08/channels/Clarity_example_acf20e4a/ngspice_smoke/vector_3r3c/amp1p5_edge50_ideal.raw,results/sparam_conversion_quality_2026-06-08/channels/Clarity_example_acf20e4a/ngspice_smoke/vector_3r3c/amp1p5_edge50_ideal.log,12.0,-2.775557561562891e-17,1.5,True,-0.2267987761984103,1.720039752744108,True,1.0250000000000001,1.3834743396240992,9.025000000000002,9.382943026469261,358.4743396240992,357.94302646926076,True,,amp1p5_edge50_ideal,ideal,50.0,1.5
Clarity_example_acf20e4a,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Clarity_example.S2P,2,1240,50000000.0,2000000000.0,400000000000.0,0.9981438316324364,50000000.0,True,vector_3r3c,0,results/sparam_conversion_quality_2026-06-08/channels/Clarity_example_acf20e4a/ngspice_smoke/vector_3r3c/amp1p5_edge500_ideal.raw,results/sparam_conversion_quality_2026-06-08/channels/Clarity_example_acf20e4a/ngspice_smoke/vector_3r3c/amp1p5_edge500_ideal.log,12.0,-2.775557561562891e-17,1.5,True,-0.01241564451224572,1.509910178145123,True,1.2500000000000002,1.6200064059425114,9.250000000000002,9.619084912221611,370.00640594251115,369.0849122216089,True,,amp1p5_edge500_ideal,ideal,500.0,1.5
Clarity_example_acf20e4a,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Clarity_example.S2P,2,1243,50000000.0,2000000000.0,400000000000.0,0.9981438316324364,50000000.0,True,vector_3r3c,0,results/sparam_conversion_quality_2026-06-08/channels/Clarity_example_acf20e4a/ngspice_smoke/vector_3r3c/amp1p5_edge5_r50.raw,results/sparam_conversion_quality_2026-06-08/channels/Clarity_example_acf20e4a/ngspice_smoke/vector_3r3c/amp1p5_edge5_r50.log,12.0,-0.1120333957591606,0.8611988257423852,True,-0.1605100184311936,0.9142953007260003,True,1.0043485216477082,1.4553040196639508,,9.091592535320135,450.9554980162427,,True,,amp1p5_edge5_r50,50.0,5.0,1.5
Clarity_example_acf20e4a,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Clarity_example.S2P,2,1241,50000000.0,2000000000.0,400000000000.0,0.9981438316324364,50000000.0,True,vector_3r3c,0,results/sparam_conversion_quality_2026-06-08/channels/Clarity_example_acf20e4a/ngspice_smoke/vector_3r3c/amp1p5_edge50_r50.raw,results/sparam_conversion_quality_2026-06-08/channels/Clarity_example_acf20e4a/ngspice_smoke/vector_3r3c/amp1p5_edge50_r50.log,12.0,-0.05506402392152643,0.8034227106754632,True,-0.1270168027548445,0.8710547419420539,True,1.0465000096631465,1.481539715252479,,9.115020333928348,435.03970558933247,,True,,amp1p5_edge50_r50,50.0,50.0,1.5
Clarity_example_acf20e4a,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Clarity_example.S2P,2,1232,50000000.0,2000000000.0,400000000000.0,0.9981438316324364,50000000.0,True,vector_3r3c,0,results/sparam_conversion_quality_2026-06-08/channels/Clarity_example_acf20e4a/ngspice_smoke/vector_3r3c/amp1p5_edge500_r50.raw,results/sparam_conversion_quality_2026-06-08/channels/Clarity_example_acf20e4a/ngspice_smoke/vector_3r3c/amp1p5_edge500_r50.log,12.0,-0.03444514315482522,0.7834125607909275,True,-0.006762482792845723,0.7543929027195492,True,1.4805232959119554,9.059240460800167,,9.124076005551874,7578.717164888211,,True,,amp1p5_edge500_r50,50.0,500.0,1.5
Clarity_example_acf20e4a,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Clarity_example.S2P,2,1236,50000000.0,2000000000.0,400000000000.0,0.9981438316324364,50000000.0,True,vector_3r3c,0,results/sparam_conversion_quality_2026-06-08/channels/Clarity_example_acf20e4a/ngspice_smoke/vector_3r3c/amp0p05_edge5_ideal.raw,results/sparam_conversion_quality_2026-06-08/channels/Clarity_example_acf20e4a/ngspice_smoke/vector_3r3c/amp0p05_edge5_ideal.log,12.0,-8.673617379884035e-19,0.05000000000000001,True,-0.009628991609609514,0.05947693728079374,True,1.0024999999999997,1.3606109472210306,9.002500000000001,9.360021421251096,358.1109472210307,357.5214212510957,True,,amp0p05_edge5_ideal,ideal,5.0,0.05
Clarity_example_acf20e4a,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Clarity_example.S2P,2,1232,50000000.0,2000000000.0,400000000000.0,0.9981438316324364,50000000.0,True,vector_3r3c,0,results/sparam_conversion_quality_2026-06-08/channels/Clarity_example_acf20e4a/ngspice_smoke/vector_3r3c/amp0p05_edge5_r50.raw,results/sparam_conversion_quality_2026-06-08/channels/Clarity_example_acf20e4a/ngspice_smoke/vector_3r3c/amp0p05_edge5_r50.log,12.0,-0.003734446528715601,0.02870340658201792,True,-0.00540529278142315,0.03047652882689682,True,1.004349608619257,1.4551444515472944,,9.09159260830179,450.7948429280375,,True,,amp0p05_edge5_r50,50.0,5.0,0.05
Clarity_example_acf20e4a,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Clarity_example.S2P,2,1239,50000000.0,2000000000.0,400000000000.0,0.9981438316324364,50000000.0,True,vector_3r3c,0,results/sparam_conversion_quality_2026-06-08/channels/Clarity_example_acf20e4a/ngspice_smoke/vector_3r3c/amp0p1_edge5_ideal.raw,results/sparam_conversion_quality_2026-06-08/channels/Clarity_example_acf20e4a/ngspice_smoke/vector_3r3c/amp0p1_edge5_ideal.log,12.0,-1.734723475976807e-18,0.1,True,-0.01913442835988251,0.1189538363406568,True,1.0025000000000002,1.3606428836983753,9.002500000000001,9.360021433648079,358.14288369837516,357.521433648078,True,,amp0p1_edge5_ideal,ideal,5.0,0.1
Clarity_example_acf20e4a,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Clarity_example.S2P,2,1233,50000000.0,2000000000.0,400000000000.0,0.9981438316324364,50000000.0,True,vector_3r3c,0,results/sparam_conversion_quality_2026-06-08/channels/Clarity_example_acf20e4a/ngspice_smoke/vector_3r3c/amp0p1_edge5_r50.raw,results/sparam_conversion_quality_2026-06-08/channels/Clarity_example_acf20e4a/ngspice_smoke/vector_3r3c/amp0p1_edge5_r50.log,12.0,-0.007468893052425189,0.05741207590695609,True,-0.010809472781418,0.06095303820643511,True,1.0043492073707034,1.4551629897852965,,9.091592570551324,450.81378241459305,,True,,amp0p1_edge5_r50,50.0,5.0,0.1
