return_code,raw,log,points,stop_ns,v(p1)_min_v,v(p1)_max_v,v(p1)_finite,v(p2)_min_v,v(p2)_max_v,v(p2)_finite,tx_low_v,tx_active_v,tx_threshold_v,rx_low_v,rx_active_v,rx_threshold_v,tx_rise50_ns,rx_rise50_ns,tx_fall50_ns,rx_fall50_ns,rx_minus_tx_rise50_ps,rx_minus_tx_fall50_ps,tx_pre_response_abs_v,tx_overshoot_v,tx_undershoot_v,tx_settling_abs_v,tx_rise_threshold_crossing_count,tx_fall_threshold_crossing_count,tx_swing_v,tx_ringing_threshold_ambiguous,tx_overshoot_pct_swing,tx_undershoot_pct_swing,tx_settling_pct_swing,tx_pre_response_pct_swing,rx_pre_response_abs_v,rx_overshoot_v,rx_undershoot_v,rx_settling_abs_v,rx_rise_threshold_crossing_count,rx_fall_threshold_crossing_count,rx_swing_v,rx_ringing_threshold_ambiguous,rx_overshoot_pct_swing,rx_undershoot_pct_swing,rx_settling_pct_swing,rx_pre_response_pct_swing,finite_reasonable,last_trouble,case,rsrc_ohm,edge_ps,amplitude_v,voltage_shape_score_v,threshold_delay_confidence,threshold_delay_confidence_reasons,channel_id,candidate_id,candidate,preprocessing_mode,passivity_enforced
0,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Clarity_example_acf20e4a/vf_ngspice_smoke/raw_vector_3r3c_lin/amp1p5_edge5_ideal.raw,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Clarity_example_acf20e4a/vf_ngspice_smoke/raw_vector_3r3c_lin/amp1p5_edge5_ideal.log,1254,12.0,-5.551115123125783e-17,1.5,True,-0.2826222092777254,1.784307010048071,True,0.0,1.5,0.75,0.0,1.4975140562959388,0.7487570281479694,1.0024999999999997,1.360547781714895,9.002500000000001,9.360126000746737,358.04778171489517,357.62600074673617,0.0,0.0,5.551115123125783e-17,0.0,1,1,1.5,False,0.0,3.700743415417189e-15,0.0,0.0,0.0,0.2867929537521321,0.2826222092777254,0.002184258966641049,1,1,1.4975140562959388,False,19.151269568815056,18.872758361733442,0.14585899594450255,0.0,True,,amp1p5_edge5_ideal,ideal,5.0,1.5,0.2867929537521321,high,,Clarity_example_acf20e4a,raw_vector_3r3c_lin,vector_3r3c,raw,False
0,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Clarity_example_acf20e4a/vf_ngspice_smoke/raw_vector_3r3c_lin/amp1p5_edge50_ideal.raw,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Clarity_example_acf20e4a/vf_ngspice_smoke/raw_vector_3r3c_lin/amp1p5_edge50_ideal.log,1252,12.0,-2.775557561562891e-17,1.5,True,-0.2267987761984103,1.720039752744108,True,0.0,1.5,0.75,0.0,1.497513762936094,0.748756881468047,1.0250000000000001,1.3833694308680111,9.025000000000002,9.383051285432954,358.3694308680111,358.0512854329528,0.0,0.0,2.775557561562891e-17,0.0,1,1,1.5,False,0.0,1.850371707708594e-15,0.0,0.0,0.0,0.22252598980801408,0.2267987761984103,0.0022586310006870282,1,1,1.497513762936094,False,14.859695804846526,15.145021155180453,0.15082539183203586,0.0,True,,amp1p5_edge50_ideal,ideal,50.0,1.5,0.2267987761984103,high,,Clarity_example_acf20e4a,raw_vector_3r3c_lin,vector_3r3c,raw,False
0,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Clarity_example_acf20e4a/vf_ngspice_smoke/raw_vector_3r3c_lin/amp1p5_edge500_ideal.raw,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Clarity_example_acf20e4a/vf_ngspice_smoke/raw_vector_3r3c_lin/amp1p5_edge500_ideal.log,1240,12.0,-2.775557561562891e-17,1.5,True,-0.01241564451224572,1.509910178145123,True,0.0,1.5,0.75,0.0,1.497507642279809,0.7487538211399045,1.2500000000000002,1.6194902286016821,9.250000000000002,9.619604674362376,369.4902286016819,369.60467436237474,0.0,0.0,2.775557561562891e-17,0.0,1,1,1.5,False,0.0,1.850371707708594e-15,0.0,0.0,0.0,0.012402535865313924,0.01241564451224572,0.004153595438554461,1,1,1.497507642279809,False,0.8282118578328105,0.8290872221088712,0.27736722813855014,0.0,True,,amp1p5_edge500_ideal,ideal,500.0,1.5,0.01241564451224572,high,,Clarity_example_acf20e4a,raw_vector_3r3c_lin,vector_3r3c,raw,False
0,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Clarity_example_acf20e4a/vf_ngspice_smoke/raw_vector_3r3c_lin/amp1p5_edge5_r50.raw,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Clarity_example_acf20e4a/vf_ngspice_smoke/raw_vector_3r3c_lin/amp1p5_edge5_r50.log,1243,12.0,-0.1120333957591606,0.8611988257423852,True,-0.1605100184311936,0.9142953007260003,True,0.0,0.7669970190034173,0.38349850950170866,0.0,0.7477399320156938,0.3738699660078469,1.0022135761712254,1.3570898128185902,9.002111428074164,9.35683813902901,354.87623664736475,354.72671095484696,0.0,0.09420180673896783,0.1120333957591606,0.0004368994117264504,1,1,0.7669970190034173,False,12.281899982006074,14.606757651382926,0.056962335041944125,0.0,0.0,0.16655536871030652,0.1605100184311936,0.0005117362547311622,1,1,0.7477399320156938,False,22.27450502226365,21.4660220163051,0.06843773253511647,0.0,True,,amp1p5_edge5_r50,50.0,5.0,1.5,0.16655536871030652,high,,Clarity_example_acf20e4a,raw_vector_3r3c_lin,vector_3r3c,raw,False
0,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Clarity_example_acf20e4a/vf_ngspice_smoke/raw_vector_3r3c_lin/amp1p5_edge50_r50.raw,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Clarity_example_acf20e4a/vf_ngspice_smoke/raw_vector_3r3c_lin/amp1p5_edge50_r50.log,1241,12.0,-0.05506402392152643,0.8034227106754632,True,-0.1270168027548445,0.8710547419420539,True,0.0,0.7653022939876839,0.38265114699384195,0.0,0.7477399039510225,0.37386995197551126,1.0229739568523433,1.3799534092358203,9.021971093567632,9.379743473384167,356.97945238347705,357.77237981653417,0.0,0.038120416687779324,0.05506402392152643,0.0004370772730030517,1,1,0.7653022939876839,False,4.9810926985660915,7.195068452573144,0.05711171604172477,0.0,0.0,0.12331483799103138,0.1270168027548445,0.0005231915263759159,1,1,0.7477399039510225,False,16.49167542609958,16.986762654192145,0.06996972123747797,0.0,True,,amp1p5_edge50_r50,50.0,50.0,1.5,0.1270168027548445,high,,Clarity_example_acf20e4a,raw_vector_3r3c_lin,vector_3r3c,raw,False
0,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Clarity_example_acf20e4a/vf_ngspice_smoke/raw_vector_3r3c_lin/amp1p5_edge500_r50.raw,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Clarity_example_acf20e4a/vf_ngspice_smoke/raw_vector_3r3c_lin/amp1p5_edge500_r50.log,1232,12.0,-0.03444514315482522,0.7834125607909275,True,-0.006762482792845723,0.7543929027195492,True,0.0,0.7573179753148997,0.3786589876574499,0.0,0.7477386782714306,0.3738693391357153,1.2413792608510628,1.606113940844418,9.236160395280233,9.60615806445346,364.7346799933555,369.9976691732271,0.0,0.02609458547602772,0.03444514315482522,0.0005027429537489436,1,1,0.7573179753148997,False,3.4456577457015136,4.548306560464594,0.06638465877426168,0.0,0.0,0.006654224448118584,0.006762482792845723,0.0006697022706771535,1,1,0.7477386782714306,False,0.8899130995204567,0.9043911983366639,0.08956367914861967,0.0,True,,amp1p5_edge500_r50,50.0,500.0,1.5,0.03444514315482522,high,,Clarity_example_acf20e4a,raw_vector_3r3c_lin,vector_3r3c,raw,False
0,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Clarity_example_acf20e4a/vf_ngspice_smoke/raw_vector_3r3c_lin/amp0p05_edge5_ideal.raw,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Clarity_example_acf20e4a/vf_ngspice_smoke/raw_vector_3r3c_lin/amp0p05_edge5_ideal.log,1236,12.0,-8.673617379884035e-19,0.05000000000000001,True,-0.009628991609609514,0.05947693728079374,True,0.0,0.05,0.025,0.0,0.049917151498780635,0.024958575749390317,1.0024999999999997,1.3605055653986347,9.002500000000001,9.360125963154701,358.00556539863476,357.6259631547009,0.0,6.938893903907228e-18,8.673617379884035e-19,0.0,1,1,0.05,False,1.3877787807814457e-14,1.734723475976807e-15,0.0,0.0,0.0,0.009559785782013108,0.009628991609609514,7.24697848144507e-05,1,1,0.049917151498780635,False,19.15130470184508,19.289946081648367,0.14518012875037747,0.0,True,,amp0p05_edge5_ideal,ideal,5.0,0.05,0.009628991609609514,high,,Clarity_example_acf20e4a,raw_vector_3r3c_lin,vector_3r3c,raw,False
0,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Clarity_example_acf20e4a/vf_ngspice_smoke/raw_vector_3r3c_lin/amp0p05_edge5_r50.raw,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Clarity_example_acf20e4a/vf_ngspice_smoke/raw_vector_3r3c_lin/amp0p05_edge5_r50.log,1232,12.0,-0.003734446528715601,0.02870340658201792,True,-0.00540529278142315,0.03047652882689682,True,0.0,0.025555263445173587,0.012777631722586794,0.0,0.024924665243590306,0.012462332621795153,1.002213297458175,1.3570257367689709,9.002112412168803,9.356880987835478,354.81243931079604,354.7685756666753,0.0,0.0031481431368443336,0.003734446528715601,1.458843480222623e-05,1,1,0.025555263445173587,False,12.318961780998182,14.613218669130546,0.057085832175138185,0.0,0.0,0.005551863583306515,0.00540529278142315,1.693787722860285e-05,1,1,0.024924665243590306,False,22.274576324487434,21.686521077000982,0.0679562877297164,0.0,True,,amp0p05_edge5_r50,50.0,5.0,0.05,0.005551863583306515,high,,Clarity_example_acf20e4a,raw_vector_3r3c_lin,vector_3r3c,raw,False
0,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Clarity_example_acf20e4a/vf_ngspice_smoke/raw_vector_3r3c_lin/amp0p1_edge5_ideal.raw,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Clarity_example_acf20e4a/vf_ngspice_smoke/raw_vector_3r3c_lin/amp0p1_edge5_ideal.log,1239,12.0,-1.734723475976807e-18,0.1,True,-0.01913442835988251,0.1189538363406568,True,0.0,0.1,0.05,0.0,0.09983430043851534,0.04991715021925767,1.0025000000000002,1.3605383700775462,9.002500000000001,9.360125973709527,358.038370077546,357.6259737095272,0.0,0.0,1.734723475976807e-18,0.0,1,1,0.1,False,0.0,1.734723475976807e-15,0.0,0.0,0.0,0.019119535902141466,0.01913442835988251,0.0001452509698337958,1,1,0.09983430043851534,False,19.151269471674777,19.166186647110106,0.14549204952184855,0.0,True,,amp0p1_edge5_ideal,ideal,5.0,0.1,0.01913442835988251,high,,Clarity_example_acf20e4a,raw_vector_3r3c_lin,vector_3r3c,raw,False
0,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Clarity_example_acf20e4a/vf_ngspice_smoke/raw_vector_3r3c_lin/amp0p1_edge5_r50.raw,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Clarity_example_acf20e4a/vf_ngspice_smoke/raw_vector_3r3c_lin/amp0p1_edge5_r50.log,1233,12.0,-0.007468893052425189,0.05741207590695609,True,-0.010809472781418,0.06095303820643511,True,0.0,0.05111054810316397,0.025555274051581985,0.0,0.04984933048377228,0.02492466524188614,1.002213259971295,1.3570483756602743,9.002112411245863,9.356837965423923,354.8351156889793,354.72555417806103,0.0,0.006301527803792117,0.007468893052425189,2.913832348777868e-05,1,1,0.05111054810316397,False,12.32921194872106,14.613212594295838,0.05701039133637248,0.0,0.0,0.01110370772266283,0.010809472781418,3.414335813073137e-05,1,1,0.04984933048377228,False,22.274537320571394,21.684288788867214,0.06849311274470625,0.0,True,,amp0p1_edge5_r50,50.0,5.0,0.1,0.01110370772266283,high,,Clarity_example_acf20e4a,raw_vector_3r3c_lin,vector_3r3c,raw,False
